method,split,seed,mean_success,ci95_success,mean_valid_invariance_retention,ci95_valid_invariance_retention,mean_invalid_invariance_rejection,ci95_invalid_invariance_rejection,mean_action_equivalence_f1,ci95_action_equivalence_f1,mean_false_invariance_acceptance,ci95_false_invariance_acceptance,mean_contact_frame_violation,ci95_contact_frame_violation,mean_affordance_violation,ci95_affordance_violation,mean_temporal_order_violation,ci95_temporal_order_violation,mean_unsafe_action,ci95_unsafe_action,mean_calibration_ece,ci95_calibration_ece,mean_intervention_cost,ci95_intervention_cost,mean_observation_equivalence_score,ci95_observation_equivalence_score,mean_action_equivalence_score,ci95_action_equivalence_score,mean_physical_validity_margin,ci95_physical_validity_margin,mean_over_invariance_rate,ci95_over_invariance_rate,mean_regret_to_oracle,ci95_regret_to_oracle,mean_utility,ci95_utility,groups
contrastive_invariance_learner,invalid_physical_shift,4,0.572917,0.045328,0.502083,0.038324,0.395833,0.045153,0.422917,0.042283,0.210417,0.037992,0.079167,0.026614,0.079167,0.024637,0.05,0.017817,0.108333,0.026053,0.1125,0.027733,0.179167,0.025842,0.597917,0.045644,0.3625,0.039317,0.295833,0.044247,0.233333,0.041743,0.320833,0.050918,0.566135,0.048538,80
contrastive_invariance_learner,invalid_physical_shift,5,0.620833,0.043087,0.541667,0.04667,0.425,0.043448,0.4625,0.049981,0.20625,0.036865,0.0875,0.023942,0.072917,0.023131,0.060417,0.022689,0.083333,0.024655,0.114583,0.028227,0.15625,0.035512,0.6375,0.046042,0.352083,0.041088,0.347917,0.043172,0.23125,0.040882,0.25,0.048619,0.62775,0.047085,80
contrastive_invariance_learner,invalid_physical_shift,6,0.602083,0.042502,0.508333,0.048236,0.435417,0.044823,0.460417,0.042003,0.222917,0.037635,0.083333,0.02396,0.077083,0.02392,0.079167,0.027241,0.122917,0.031693,0.110417,0.027835,0.158333,0.03014,0.564583,0.048094,0.364583,0.039453,0.295833,0.045377,0.195833,0.043399,0.291667,0.047388,0.597312,0.044976,80
contrastive_invariance_learner,invalid_physical_shift,7,0.608333,0.044294,0.525,0.040303,0.420833,0.041895,0.408333,0.049275,0.227083,0.043967,0.116667,0.028111,0.077083,0.025293,0.060417,0.020334,0.089583,0.025293,0.095833,0.028925,0.191667,0.037705,0.5875,0.043477,0.38125,0.047279,0.3,0.044787,0.21875,0.043717,0.272917,0.046214,0.59824,0.047856,80
contrastive_invariance_learner,invalid_physical_shift,8,0.633333,0.049103,0.554167,0.039744,0.385417,0.044101,0.439583,0.045104,0.220833,0.040166,0.091667,0.021665,0.085417,0.025326,0.070833,0.022337,0.127083,0.033506,0.104167,0.028096,0.1875,0.035526,0.595833,0.039317,0.34375,0.042839,0.3125,0.046625,0.21875,0.043329,0.25625,0.051958,0.622594,0.051771,80
contrastive_invariance_learner,invalid_physical_shift,9,0.595833,0.038006,0.535417,0.042582,0.4125,0.047557,0.452083,0.046559,0.2125,0.042693,0.089583,0.027222,0.0875,0.023942,0.045833,0.019251,0.116667,0.03204,0.108333,0.028528,0.154167,0.031709,0.572917,0.043035,0.297917,0.040965,0.314583,0.041088,0.222917,0.040237,0.26875,0.044823,0.593667,0.041227,80
contrastive_invariance_learner,nominal,0,0.6625,0.048611,0.529167,0.045303,0.35625,0.047118,0.5125,0.045674,0.129167,0.030736,0.058333,0.022581,0.04375,0.018139,0.04375,0.018139,0.06875,0.024444,0.058333,0.023317,0.1375,0.032237,0.6,0.04848,0.377083,0.044917,0.289583,0.044539,0.172917,0.034105,0.247917,0.046487,0.680927,0.049561,80
contrastive_invariance_learner,nominal,1,0.685417,0.042303,0.53125,0.04274,0.383333,0.043253,0.477083,0.039303,0.1375,0.032757,0.05625,0.020083,0.041667,0.019707,0.05625,0.022464,0.072917,0.025226,0.070833,0.022337,0.141667,0.030805,0.625,0.044065,0.425,0.048931,0.2875,0.039829,0.125,0.030474,0.245833,0.045377,0.702729,0.043273,80
contrastive_invariance_learner,nominal,2,0.677083,0.045514,0.525,0.042742,0.379167,0.043864,0.420833,0.041081,0.147917,0.034864,0.079167,0.021724,0.058333,0.019361,0.035417,0.016119,0.060417,0.024131,0.070833,0.025842,0.179167,0.034268,0.6,0.045978,0.389583,0.046469,0.3,0.039584,0.145833,0.035526,0.23125,0.049478,0.68499,0.046571,80
contrastive_invariance_learner,nominal,3,0.666667,0.039413,0.545833,0.044247,0.427083,0.040613,0.510417,0.044387,0.120833,0.030736,0.058333,0.023317,0.060417,0.020334,0.04375,0.019048,0.066667,0.020627,0.05625,0.0217,0.135417,0.031879,0.570833,0.043786,0.38125,0.041579,0.283333,0.040428,0.139583,0.032586,0.25,0.040261,0.692135,0.039645,80
contrastive_invariance_learner,nominal,4,0.666667,0.045386,0.55625,0.038522,0.360417,0.044804,0.527083,0.038302,0.139583,0.029312,0.0625,0.021252,0.052083,0.021425,0.0375,0.017409,0.0375,0.018353,0.085417,0.02465,0.1375,0.033268,0.579167,0.051314,0.38125,0.043562,0.245833,0.04025,0.177083,0.039131,0.270833,0.047344,0.686135,0.047918,80
contrastive_invariance_learner,nominal,5,0.641667,0.046525,0.545833,0.042693,0.40625,0.045328,0.4625,0.04149,0.11875,0.027986,0.045833,0.017409,0.0625,0.021252,0.041667,0.016942,0.064583,0.021347,0.0625,0.021252,0.127083,0.030332,0.6125,0.043008,0.379167,0.04648,0.29375,0.038214,0.129167,0.03128,0.2625,0.049574,0.664219,0.047641,80
contrastive_invariance_learner,nominal,6,0.660417,0.047011,0.533333,0.043253,0.427083,0.040195,0.46875,0.045792,0.135417,0.02911,0.08125,0.027865,0.070833,0.026487,0.047917,0.01762,0.072917,0.026531,0.06875,0.023021,0.1125,0.02518,0.575,0.050627,0.35625,0.042996,0.314583,0.045755,0.1125,0.027733,0.2625,0.050585,0.676958,0.047829,80
contrastive_invariance_learner,nominal,7,0.616667,0.042066,0.552083,0.044101,0.383333,0.048758,0.458333,0.04667,0.114583,0.032142,0.070833,0.023801,0.066667,0.022952,0.0375,0.016411,0.075,0.026567,0.083333,0.024655,0.147917,0.030192,0.547917,0.043562,0.38125,0.048687,0.2875,0.041081,0.152083,0.03348,0.295833,0.043864,0.63376,0.045746,80
contrastive_invariance_learner,nominal,8,0.664583,0.045198,0.59375,0.040613,0.39375,0.039088,0.508333,0.05129,0.15,0.037929,0.04375,0.018139,0.0625,0.019599,0.029167,0.015126,0.066667,0.023676,0.06875,0.025125,0.135417,0.03343,0.604167,0.050116,0.36875,0.038412,0.289583,0.040986,0.15625,0.03691,0.252083,0.047564,0.685271,0.046988,80
contrastive_invariance_learner,nominal,9,0.66875,0.042103,0.566667,0.05152,0.391667,0.043912,0.445833,0.045303,0.129167,0.034367,0.079167,0.023942,0.052083,0.017999,0.039583,0.01564,0.070833,0.02077,0.066667,0.022204,0.145833,0.029273,0.602083,0.04329,0.35625,0.037992,0.285417,0.034961,0.135417,0.035393,0.245833,0.04648,0.686094,0.044124,80
contrastive_invariance_learner,temporal_break,0,0.5875,0.045748,0.49375,0.038741,0.402083,0.043368,0.4125,0.050318,0.1875,0.041245,0.05,0.01874,0.066667,0.022204,0.066667,0.024379,0.10625,0.028017,0.122917,0.027097,0.164583,0.035105,0.610417,0.041882,0.3,0.044787,0.3375,0.038095,0.225,0.046887,0.2625,0.049232,0.592333,0.047359,80
contrastive_invariance_learner,temporal_break,1,0.620833,0.042693,0.514583,0.04433,0.4,0.049172,0.370833,0.041895,0.23125,0.040467,0.079167,0.024637,0.072917,0.02385,0.060417,0.020334,0.095833,0.029503,0.116667,0.028705,0.164583,0.033631,0.58125,0.048269,0.36875,0.044139,0.335417,0.044063,0.21875,0.040924,0.25625,0.045736,0.613875,0.046011,80
contrastive_invariance_learner,temporal_break,2,0.59375,0.042641,0.472917,0.045179,0.385417,0.042542,0.45,0.042066,0.202083,0.043368,0.075,0.023172,0.1,0.027626,0.05625,0.019224,0.09375,0.030108,0.13125,0.032195,0.154167,0.031709,0.583333,0.04721,0.29375,0.044728,0.316667,0.040512,0.208333,0.0452,0.289583,0.05024,0.592854,0.044057,80
contrastive_invariance_learner,temporal_break,3,0.60625,0.045104,0.516667,0.041743,0.4125,0.049301,0.464583,0.048164,0.195833,0.038006,0.06875,0.023021,0.104167,0.032027,0.045833,0.019251,0.089583,0.028435,0.14375,0.033253,0.1625,0.034367,0.635417,0.043133,0.314583,0.038103,0.289583,0.044158,0.239583,0.040195,0.258333,0.047885,0.610448,0.046455,80
contrastive_invariance_learner,temporal_break,4,0.583333,0.04721,0.472917,0.04592,0.40625,0.048912,0.397917,0.045198,0.2,0.037391,0.116667,0.027503,0.05625,0.019224,0.06875,0.023743,0.110417,0.037635,0.127083,0.034006,0.175,0.032821,0.59375,0.045699,0.35,0.047067,0.322917,0.043231,0.252083,0.03941,0.289583,0.047118,0.577427,0.051029,80
contrastive_invariance_learner,temporal_break,5,0.591667,0.042663,0.5,0.038106,0.370833,0.048262,0.408333,0.042663,0.208333,0.037884,0.108333,0.02793,0.06875,0.023021,0.05,0.021272,0.085417,0.029628,0.135417,0.030248,0.19375,0.035081,0.602083,0.044823,0.341667,0.042266,0.302083,0.041942,0.2125,0.039402,0.28125,0.045607,0.58424,0.044322,80
contrastive_invariance_learner,temporal_break,6,0.625,0.044825,0.539583,0.044728,0.408333,0.042663,0.45625,0.038434,0.208333,0.0429,0.104167,0.031496,0.077083,0.025293,0.045833,0.020109,0.110417,0.029023,0.116667,0.026882,0.15625,0.030387,0.6375,0.039317,0.3125,0.038272,0.325,0.042266,0.239583,0.042243,0.227083,0.044728,0.625531,0.047051,80
contrastive_invariance_learner,temporal_break,7,0.6125,0.043786,0.55,0.053069,0.402083,0.039709,0.41875,0.041902,0.202083,0.042582,0.075,0.024586,0.083333,0.024655,0.083333,0.02663,0.11875,0.027986,0.116667,0.028111,0.158333,0.033835,0.6,0.040512,0.360417,0.039603,0.322917,0.043231,0.210417,0.040153,0.277083,0.0479,0.60649,0.046705,80
contrastive_invariance_learner,temporal_break,8,0.58125,0.041902,0.51875,0.048269,0.395833,0.042851,0.414583,0.042701,0.229167,0.041245,0.083333,0.024655,0.066667,0.023676,0.0625,0.020442,0.091667,0.026567,0.108333,0.027319,0.170833,0.03286,0.566667,0.043331,0.325,0.037616,0.316667,0.040926,0.21875,0.042937,0.310417,0.045662,0.575896,0.044224,80
contrastive_invariance_learner,temporal_break,9,0.6,0.042146,0.527083,0.040862,0.408333,0.049956,0.454167,0.043477,0.185417,0.038544,0.06875,0.023743,0.072917,0.024547,0.052083,0.021425,0.10625,0.026146,0.09375,0.027774,0.202083,0.03707,0.579167,0.042693,0.327083,0.044804,0.285417,0.040758,0.23125,0.04329,0.264583,0.039282,0.603417,0.044663,80
contrastive_invariance_learner,valid_geometric_shift,0,0.589583,0.044992,0.597917,0.039709,0.39375,0.043967,0.45,0.040008,0.1625,0.03286,0.08125,0.02324,0.045833,0.019251,0.058333,0.021033,0.091667,0.027195,0.066667,0.022204,0.164583,0.02876,0.6,0.039241,0.31875,0.043948,0.316667,0.037929,0.158333,0.037616,0.2875,0.048957,0.599312,0.047891,80
contrastive_invariance_learner,valid_geometric_shift,1,0.639583,0.04327,0.5375,0.045004,0.41875,0.043871,0.425,0.046815,0.164583,0.035105,0.08125,0.023956,0.052083,0.017999,0.027083,0.013558,0.102083,0.03047,0.09375,0.025226,0.145833,0.029844,0.577083,0.046469,0.341667,0.040219,0.302083,0.046885,0.141667,0.035869,0.258333,0.049275,0.649687,0.044514,80
contrastive_invariance_learner,valid_geometric_shift,2,0.61875,0.041983,0.514583,0.041983,0.4,0.043331,0.447917,0.040509,0.15625,0.035984,0.060417,0.021932,0.058333,0.022581,0.045833,0.019251,0.091667,0.025923,0.104167,0.028096,0.1875,0.035999,0.614583,0.048129,0.391667,0.042742,0.3,0.040428,0.16875,0.036054,0.2625,0.045674,0.629719,0.044087,80
contrastive_invariance_learner,valid_geometric_shift,3,0.60625,0.040363,0.554167,0.042216,0.410417,0.047546,0.470833,0.047129,0.15625,0.033556,0.102083,0.026307,0.089583,0.025952,0.045833,0.019251,0.08125,0.031291,0.0875,0.024637,0.202083,0.036612,0.6375,0.048888,0.33125,0.0417,0.291667,0.040885,0.183333,0.036104,0.252083,0.042303,0.611479,0.041807,80
contrastive_invariance_learner,valid_geometric_shift,4,0.616667,0.044787,0.49375,0.040027,0.3875,0.047841,0.422917,0.042681,0.158333,0.034818,0.095833,0.027733,0.039583,0.01564,0.047917,0.019442,0.070833,0.0245,0.085417,0.02465,0.189583,0.037093,0.610417,0.047546,0.358333,0.041541,0.285417,0.043562,0.19375,0.03741,0.2875,0.04648,0.623188,0.047437,80
contrastive_invariance_learner,valid_geometric_shift,5,0.614583,0.039239,0.533333,0.049786,0.372917,0.041599,0.472917,0.048426,0.1375,0.032757,0.066667,0.023676,0.04375,0.020745,0.0375,0.016411,0.09375,0.029542,0.079167,0.024637,0.16875,0.037433,0.610417,0.042681,0.33125,0.040467,0.289583,0.046758,0.154167,0.037107,0.28125,0.045235,0.6295,0.040864,80
contrastive_invariance_learner,valid_geometric_shift,6,0.610417,0.040655,0.539583,0.045847,0.420833,0.037198,0.472917,0.045179,0.145833,0.03255,0.0875,0.023942,0.0625,0.022033,0.041667,0.016942,0.075,0.025923,0.095833,0.027733,0.15,0.029971,0.608333,0.046887,0.35,0.041743,0.28125,0.04009,0.172917,0.036496,0.275,0.046887,0.624771,0.043207,80
contrastive_invariance_learner,valid_geometric_shift,7,0.608333,0.041945,0.539583,0.044349,0.389583,0.044235,0.439583,0.048356,0.145833,0.03255,0.08125,0.027253,0.052083,0.018914,0.025,0.014352,0.0875,0.024637,0.102083,0.027561,0.15625,0.030938,0.6,0.037929,0.40625,0.047154,0.28125,0.039667,0.164583,0.036054,0.295833,0.047557,0.619667,0.044934,80
contrastive_invariance_learner,valid_geometric_shift,8,0.61875,0.048687,0.522917,0.041801,0.397917,0.037881,0.445833,0.042614,0.15625,0.038258,0.075,0.023172,0.041667,0.016942,0.05625,0.020907,0.070833,0.02518,0.091667,0.025923,0.158333,0.033332,0.639583,0.039174,0.339583,0.03741,0.245833,0.037198,0.172917,0.036956,0.28125,0.051189,0.627927,0.050695,80
contrastive_invariance_learner,valid_geometric_shift,9,0.602083,0.04557,0.520833,0.042455,0.377083,0.040986,0.460417,0.038653,0.147917,0.034864,0.0875,0.025313,0.05,0.020463,0.027083,0.016886,0.075,0.025923,0.09375,0.023131,0.15625,0.032534,0.614583,0.044482,0.377083,0.044158,0.28125,0.04009,0.16875,0.035105,0.3,0.048411,0.61426,0.048325,80
contrastive_invariance_learner,valid_perceptual_shift,0,0.677083,0.044005,0.5125,0.042614,0.377083,0.044917,0.472917,0.043659,0.10625,0.029197,0.070833,0.023801,0.052083,0.019787,0.047917,0.019442,0.0875,0.026614,0.095833,0.023801,0.175,0.0353,0.608333,0.046161,0.358333,0.045424,0.289583,0.038871,0.147917,0.029052,0.222917,0.04719,0.693625,0.046033,80
contrastive_invariance_learner,valid_perceptual_shift,1,0.654167,0.041408,0.55,0.042465,0.408333,0.042663,0.45625,0.051238,0.152083,0.032456,0.060417,0.022689,0.06875,0.025125,0.04375,0.019914,0.102083,0.027561,0.097917,0.025788,0.166667,0.029056,0.627083,0.046578,0.366667,0.039584,0.275,0.041541,0.166667,0.036753,0.258333,0.042663,0.663198,0.044173,80
contrastive_invariance_learner,valid_perceptual_shift,2,0.629167,0.041081,0.545833,0.038536,0.383333,0.040428,0.420833,0.04648,0.145833,0.035048,0.077083,0.023204,0.060417,0.021932,0.035417,0.017134,0.077083,0.024616,0.102083,0.02876,0.164583,0.03209,0.583333,0.038982,0.335417,0.044444,0.25,0.038982,0.177083,0.04082,0.25625,0.045736,0.637344,0.042528,80
contrastive_invariance_learner,valid_perceptual_shift,3,0.69375,0.038741,0.535417,0.042582,0.372917,0.041191,0.485417,0.044709,0.125,0.029915,0.0625,0.022786,0.060417,0.021932,0.033333,0.016842,0.085417,0.02324,0.06875,0.024444,0.147917,0.029052,0.583333,0.043097,0.345833,0.041408,0.277083,0.042283,0.185417,0.033379,0.185417,0.041088,0.712,0.041942,80
contrastive_invariance_learner,valid_perceptual_shift,4,0.6625,0.041895,0.5625,0.046262,0.391667,0.043136,0.414583,0.045011,0.175,0.033835,0.058333,0.020214,0.060417,0.022689,0.041667,0.015914,0.097917,0.031128,0.0625,0.022033,0.16875,0.033125,0.591667,0.043835,0.370833,0.045377,0.260417,0.036681,0.152083,0.039066,0.2375,0.042216,0.667271,0.042251,80
contrastive_invariance_learner,valid_perceptual_shift,5,0.625,0.040051,0.535417,0.042183,0.40625,0.040613,0.4,0.037481,0.116667,0.028111,0.064583,0.022123,0.0625,0.022786,0.047917,0.023385,0.089583,0.027835,0.083333,0.022506,0.164583,0.035583,0.577083,0.04719,0.397917,0.051485,0.25625,0.043075,0.15,0.031616,0.264583,0.046378,0.636635,0.041833,80
contrastive_invariance_learner,valid_perceptual_shift,6,0.645833,0.042851,0.560417,0.053967,0.3875,0.037559,0.45625,0.042996,0.16875,0.039196,0.060417,0.021932,0.05,0.016842,0.035417,0.019872,0.070833,0.023801,0.077083,0.025952,0.11875,0.027986,0.614583,0.040924,0.352083,0.043484,0.327083,0.045551,0.15,0.032667,0.26875,0.042103,0.66175,0.04521,80
contrastive_invariance_learner,valid_perceptual_shift,7,0.629167,0.045004,0.51875,0.043484,0.41875,0.040258,0.464583,0.036148,0.135417,0.031879,0.075,0.024586,0.039583,0.016685,0.0375,0.019251,0.070833,0.022337,0.08125,0.02324,0.164583,0.03102,0.579167,0.042296,0.395833,0.046986,0.279167,0.041814,0.141667,0.035396,0.283333,0.047353,0.644646,0.045928,80
contrastive_invariance_learner,valid_perceptual_shift,8,0.666667,0.039839,0.520833,0.041245,0.3375,0.037198,0.435417,0.041293,0.154167,0.036186,0.0875,0.026614,0.0625,0.019599,0.03125,0.016532,0.0625,0.022786,0.085417,0.02465,0.14375,0.030052,0.652083,0.039921,0.402083,0.048513,0.2875,0.037198,0.170833,0.033872,0.241667,0.043057,0.675677,0.041506,80
contrastive_invariance_learner,valid_perceptual_shift,9,0.675,0.042663,0.5625,0.043243,0.3875,0.047486,0.435417,0.040882,0.15,0.036104,0.060417,0.022689,0.052083,0.019787,0.045833,0.019251,0.077083,0.024616,0.083333,0.024655,0.172917,0.029312,0.620833,0.042693,0.364583,0.045792,0.3,0.039584,0.139583,0.036031,0.227083,0.044728,0.687385,0.044741,80
domain_randomization,affordance_break,0,0.589583,0.044992,0.541667,0.042106,0.402083,0.044139,0.44375,0.038522,0.191667,0.03815,0.095833,0.028925,0.072917,0.025226,0.039583,0.01564,0.1,0.027008,0.125,0.032615,0.141667,0.029114,0.579167,0.039829,0.347917,0.043562,0.308333,0.037705,0.20625,0.040363,0.291667,0.053733,0.591292,0.045173,80
domain_randomization,affordance_break,1,0.575,0.048931,0.489583,0.037365,0.416667,0.043487,0.458333,0.048096,0.2,0.044409,0.0875,0.027241,0.08125,0.02324,0.04375,0.019914,0.095833,0.026487,0.122917,0.028906,0.154167,0.030626,0.579167,0.040668,0.329167,0.038536,0.30625,0.040446,0.222917,0.044235,0.297917,0.050558,0.578469,0.04971,80
domain_randomization,affordance_break,2,0.589583,0.04929,0.48125,0.046849,0.395833,0.044778,0.404167,0.048192,0.202083,0.043368,0.064583,0.0236,0.077083,0.0217,0.0375,0.018353,0.11875,0.029168,0.13125,0.032195,0.15,0.029971,0.583333,0.045386,0.329167,0.039402,0.341667,0.045349,0.210417,0.040986,0.291667,0.054358,0.590188,0.05236,80
domain_randomization,affordance_break,3,0.604167,0.044017,0.504167,0.044627,0.408333,0.046815,0.40625,0.049937,0.18125,0.039066,0.097917,0.027683,0.08125,0.023956,0.047917,0.01762,0.102083,0.02499,0.097917,0.027066,0.15625,0.035512,0.577083,0.041068,0.302083,0.044292,0.327083,0.04665,0.195833,0.038448,0.25625,0.04929,0.6045,0.045383,80
domain_randomization,affordance_break,4,0.577083,0.052282,0.539583,0.039088,0.372917,0.042799,0.427083,0.044577,0.227083,0.042799,0.085417,0.028465,0.0875,0.026614,0.05,0.01874,0.089583,0.029599,0.114583,0.029968,0.2,0.033584,0.583333,0.036753,0.35,0.040093,0.3375,0.041895,0.21875,0.038806,0.308333,0.053922,0.570469,0.055507,80
domain_randomization,affordance_break,5,0.595833,0.039744,0.508333,0.05129,0.404167,0.04417,0.410417,0.041882,0.208333,0.041296,0.085417,0.027253,0.077083,0.024616,0.05625,0.0217,0.129167,0.031816,0.104167,0.026231,0.1875,0.034071,0.602083,0.048094,0.3375,0.041081,0.310417,0.038871,0.225,0.041945,0.2875,0.046842,0.5875,0.042199,80
domain_randomization,affordance_break,6,0.639583,0.046287,0.508333,0.043835,0.4,0.044485,0.427083,0.044954,0.170833,0.043864,0.08125,0.027865,0.075,0.023172,0.05625,0.0217,0.108333,0.030251,0.091667,0.03014,0.164583,0.031559,0.572917,0.043813,0.31875,0.047279,0.31875,0.041983,0.216667,0.041662,0.245833,0.048611,0.641125,0.050185,80
domain_randomization,affordance_break,7,0.620833,0.04149,0.49375,0.047368,0.404167,0.047129,0.410417,0.042681,0.195833,0.036649,0.108333,0.031348,0.075,0.021665,0.0625,0.022033,0.077083,0.0217,0.120833,0.030182,0.154167,0.034758,0.572917,0.044577,0.341667,0.042266,0.297917,0.037523,0.2,0.040428,0.2875,0.047557,0.618312,0.043755,80
domain_randomization,affordance_break,8,0.6,0.047779,0.516667,0.037929,0.45,0.047708,0.433333,0.042545,0.210417,0.040153,0.079167,0.024637,0.102083,0.026307,0.041667,0.017911,0.102083,0.029341,0.125,0.032093,0.160417,0.032063,0.566667,0.044103,0.360417,0.045179,0.322917,0.040405,0.191667,0.040719,0.28125,0.049512,0.601802,0.051233,80
domain_randomization,affordance_break,9,0.56875,0.046378,0.483333,0.037929,0.408333,0.044598,0.425,0.042266,0.2125,0.04149,0.11875,0.027376,0.089583,0.025952,0.052083,0.020622,0.104167,0.02869,0.1125,0.030069,0.154167,0.031172,0.558333,0.048654,0.35,0.040093,0.34375,0.041232,0.202083,0.042582,0.33125,0.050491,0.563187,0.046993,80
domain_randomization,contact_frame_break,0,0.572917,0.046067,0.497917,0.044444,0.352083,0.037658,0.45625,0.043774,0.19375,0.038741,0.102083,0.025657,0.05625,0.020907,0.047917,0.018554,0.085417,0.025984,0.108333,0.029114,0.170833,0.03337,0.56875,0.037523,0.377083,0.044158,0.3375,0.046842,0.222917,0.038522,0.308333,0.050694,0.572854,0.04726,80
domain_randomization,contact_frame_break,1,0.625,0.046307,0.46875,0.045048,0.408333,0.044218,0.447917,0.040924,0.183333,0.038371,0.116667,0.026882,0.089583,0.025952,0.029167,0.018169,0.120833,0.029041,0.08125,0.02324,0.13125,0.032195,0.579167,0.036741,0.308333,0.037255,0.347917,0.044709,0.227083,0.040779,0.2375,0.04417,0.6275,0.047114,80
domain_randomization,contact_frame_break,2,0.560417,0.043192,0.564583,0.04557,0.404167,0.045303,0.477083,0.042602,0.191667,0.035396,0.091667,0.026567,0.05625,0.022464,0.052083,0.018914,0.129167,0.034367,0.127083,0.030883,0.177083,0.03645,0.547917,0.044709,0.316667,0.042146,0.325,0.041459,0.21875,0.044101,0.283333,0.044409,0.561396,0.045372,80
domain_randomization,contact_frame_break,3,0.597917,0.047812,0.497917,0.043678,0.404167,0.036649,0.40625,0.044577,0.20625,0.043192,0.104167,0.026231,0.066667,0.027626,0.035417,0.016119,0.085417,0.025326,0.133333,0.030418,0.195833,0.032757,0.5375,0.04648,0.310417,0.04783,0.347917,0.04278,0.23125,0.045198,0.291667,0.051158,0.597083,0.050377,80
domain_randomization,contact_frame_break,4,0.6125,0.043399,0.5375,0.042693,0.414583,0.048963,0.44375,0.047546,0.21875,0.043329,0.102083,0.028167,0.083333,0.028469,0.047917,0.018554,0.102083,0.02876,0.114583,0.028227,0.147917,0.029052,0.566667,0.040093,0.3375,0.041895,0.333333,0.039413,0.216667,0.043642,0.277083,0.043075,0.608917,0.04543,80
domain_randomization,contact_frame_break,5,0.55,0.041255,0.489583,0.042043,0.35625,0.043387,0.45,0.041255,0.20625,0.036404,0.104167,0.028096,0.08125,0.02324,0.08125,0.026626,0.102083,0.026941,0.133333,0.028705,0.170833,0.029617,0.53125,0.044292,0.34375,0.045514,0.327083,0.048076,0.208333,0.037884,0.325,0.04572,0.541042,0.044012,80
domain_randomization,contact_frame_break,6,0.585417,0.049987,0.539583,0.045477,0.404167,0.044551,0.429167,0.046407,0.197917,0.044672,0.1,0.032667,0.070833,0.026487,0.035417,0.017134,0.1,0.027626,0.135417,0.028524,0.179167,0.033268,0.552083,0.044101,0.339583,0.042083,0.35,0.041743,0.210417,0.041395,0.3,0.054945,0.585573,0.052626,80
domain_randomization,contact_frame_break,7,0.60625,0.045104,0.502083,0.035583,0.383333,0.046995,0.4375,0.046625,0.208333,0.040051,0.095833,0.027117,0.0625,0.021252,0.05625,0.0217,0.110417,0.030164,0.11875,0.027986,0.19375,0.036031,0.583333,0.046489,0.295833,0.035336,0.358333,0.043136,0.220833,0.042614,0.285417,0.051386,0.599969,0.0485,80
domain_randomization,contact_frame_break,8,0.566667,0.044863,0.48125,0.043094,0.408333,0.04105,0.441667,0.040303,0.204167,0.045377,0.09375,0.027774,0.060417,0.022689,0.052083,0.019787,0.1,0.028822,0.127083,0.027407,0.166667,0.032355,0.554167,0.044551,0.375,0.043292,0.339583,0.04168,0.245833,0.044627,0.31875,0.047988,0.567667,0.049246,80
domain_randomization,contact_frame_break,9,0.604167,0.044778,0.508333,0.045349,0.379167,0.045748,0.391667,0.046161,0.225,0.039456,0.09375,0.026531,0.064583,0.024305,0.05625,0.023204,0.110417,0.029023,0.116667,0.030418,0.1875,0.034071,0.510417,0.042839,0.35,0.045237,0.31875,0.043948,0.222917,0.046104,0.2875,0.045004,0.59401,0.046702,80
domain_randomization,heldout_mixed_invariance_stress,0,0.577083,0.038522,0.4625,0.046115,0.425,0.047885,0.4125,0.039402,0.208333,0.039627,0.075,0.024586,0.095833,0.028925,0.0625,0.024223,0.1,0.026375,0.125,0.031023,0.14375,0.030609,0.525,0.042346,0.295833,0.048611,0.322917,0.040405,0.23125,0.042898,0.28125,0.045607,0.577365,0.041349,80
domain_randomization,heldout_mixed_invariance_stress,1,0.545833,0.045004,0.497917,0.037433,0.420833,0.049301,0.420833,0.04149,0.183333,0.035633,0.122917,0.031155,0.08125,0.026626,0.054167,0.02077,0.116667,0.030969,0.139583,0.033606,0.1625,0.03128,0.55625,0.04719,0.377083,0.040153,0.329167,0.044627,0.247917,0.044634,0.322917,0.051106,0.541,0.049362,80
domain_randomization,heldout_mixed_invariance_stress,2,0.572917,0.043035,0.5,0.047566,0.383333,0.049786,0.427083,0.043813,0.220833,0.043008,0.091667,0.026567,0.095833,0.028335,0.0625,0.022786,0.104167,0.029273,0.141667,0.035869,0.183333,0.034182,0.570833,0.039744,0.304167,0.041814,0.304167,0.045674,0.258333,0.047174,0.260417,0.047865,0.564073,0.044432,80
domain_randomization,heldout_mixed_invariance_stress,3,0.6,0.045609,0.475,0.043525,0.404167,0.046407,0.425,0.043835,0.225,0.044674,0.095833,0.02518,0.0875,0.023226,0.066667,0.023676,0.10625,0.025492,0.120833,0.029617,0.191667,0.034915,0.575,0.048585,0.354167,0.035526,0.308333,0.046887,0.222917,0.045366,0.260417,0.044954,0.591833,0.048005,80
domain_randomization,heldout_mixed_invariance_stress,4,0.583333,0.046851,0.497917,0.042898,0.427083,0.05321,0.429167,0.039744,0.210417,0.045662,0.091667,0.027195,0.070833,0.02077,0.054167,0.02077,0.116667,0.029858,0.139583,0.030443,0.19375,0.037859,0.585417,0.045384,0.302083,0.038588,0.3,0.042066,0.21875,0.037926,0.2875,0.047201,0.578615,0.049815,80
