ablation,task,regime,seed,episodes,interpretation,success,valid_invariance_retention,invalid_invariance_rejection,action_equivalence_f1,false_invariance_acceptance,contact_frame_violation,affordance_violation,temporal_order_violation,unsafe_action,calibration_ece,intervention_cost,observation_equivalence_score,action_equivalence_score,physical_validity_margin,over_invariance_rate,regret_to_oracle,utility
minus_contact_frame_test,deformable_folding,temporal_order_reversal,9,6,accepts mirror-handed or contact-frame collapses,0.666667,0.5,0.5,0.666667,0.166667,0.0,0.0,0.0,0.0,0.166667,0.166667,0.5,0.333333,0.666667,0.0,0.0,0.754167
minus_contact_frame_test,deformable_folding,mixed_physical_invalidity,0,6,accepts mirror-handed or contact-frame collapses,0.666667,0.5,0.5,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666667,0.666667,0.666667,0.166667,0.0,0.763333
minus_contact_frame_test,deformable_folding,mixed_physical_invalidity,1,6,accepts mirror-handed or contact-frame collapses,0.666667,0.666667,0.833333,0.5,0.166667,0.0,0.0,0.0,0.333333,0.0,0.333333,0.666667,0.5,0.833333,0.5,0.0,0.729167
minus_contact_frame_test,deformable_folding,mixed_physical_invalidity,2,6,accepts mirror-handed or contact-frame collapses,0.5,0.333333,0.833333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.666667,0.833333,0.5,0.166667,0.0,0.616667
minus_contact_frame_test,deformable_folding,mixed_physical_invalidity,3,6,accepts mirror-handed or contact-frame collapses,0.833333,1.0,0.833333,0.333333,0.166667,0.0,0.0,0.0,0.166667,0.166667,0.166667,0.333333,0.5,0.833333,0.166667,0.0,0.913333
minus_contact_frame_test,deformable_folding,mixed_physical_invalidity,4,6,accepts mirror-handed or contact-frame collapses,0.666667,0.666667,0.833333,0.666667,0.333333,0.166667,0.0,0.0,0.166667,0.166667,0.333333,0.5,0.5,0.666667,0.166667,0.0,0.7125
minus_contact_frame_test,deformable_folding,mixed_physical_invalidity,5,6,accepts mirror-handed or contact-frame collapses,0.666667,0.666667,0.5,0.5,0.166667,0.166667,0.166667,0.0,0.0,0.333333,0.0,0.5,0.833333,0.833333,0.5,0.0,0.73
minus_contact_frame_test,deformable_folding,mixed_physical_invalidity,6,6,accepts mirror-handed or contact-frame collapses,0.833333,0.666667,0.166667,0.5,0.333333,0.333333,0.0,0.0,0.333333,0.166667,0.166667,0.666667,1.0,0.5,0.0,0.0,0.78
minus_contact_frame_test,deformable_folding,mixed_physical_invalidity,7,6,accepts mirror-handed or contact-frame collapses,0.833333,0.5,0.833333,0.833333,0.333333,0.0,0.0,0.333333,0.166667,0.166667,0.333333,1.0,0.666667,0.833333,0.166667,0.0,0.889167
minus_contact_frame_test,deformable_folding,mixed_physical_invalidity,8,6,accepts mirror-handed or contact-frame collapses,0.833333,0.166667,0.666667,0.833333,0.333333,0.166667,0.166667,0.0,0.166667,0.0,0.166667,0.833333,0.5,0.5,0.0,0.0,0.865
minus_contact_frame_test,deformable_folding,mixed_physical_invalidity,9,6,accepts mirror-handed or contact-frame collapses,0.833333,0.5,1.0,0.333333,0.0,0.166667,0.0,0.0,0.166667,0.166667,0.0,1.0,0.833333,0.666667,0.166667,0.0,0.934167
minus_contact_frame_test,bimanual_handoff,lighting_background_shift,0,6,accepts mirror-handed or contact-frame collapses,1.0,1.0,0.833333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.833333,0.666667,0.666667,0.166667,0.0,1.0
minus_contact_frame_test,bimanual_handoff,lighting_background_shift,1,6,accepts mirror-handed or contact-frame collapses,0.833333,0.5,0.5,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.833333,0.5,0.0,0.0,0.945
minus_contact_frame_test,bimanual_handoff,lighting_background_shift,2,6,accepts mirror-handed or contact-frame collapses,0.666667,0.5,0.666667,0.666667,0.0,0.166667,0.0,0.0,0.0,0.0,0.166667,0.666667,0.5,0.666667,0.166667,0.0,0.773333
minus_contact_frame_test,bimanual_handoff,lighting_background_shift,3,6,accepts mirror-handed or contact-frame collapses,0.833333,0.666667,0.166667,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.666667,0.666667,0.666667,0.0,0.0,0.916667
minus_contact_frame_test,bimanual_handoff,lighting_background_shift,4,6,accepts mirror-handed or contact-frame collapses,1.0,0.666667,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.666667,0.666667,0.5,0.0,0.0,1.0
minus_contact_frame_test,bimanual_handoff,lighting_background_shift,5,6,accepts mirror-handed or contact-frame collapses,0.666667,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.5,0.833333,0.5,0.166667,0.0,0.786667
minus_contact_frame_test,bimanual_handoff,lighting_background_shift,6,6,accepts mirror-handed or contact-frame collapses,0.833333,0.666667,0.833333,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.833333,0.333333,0.666667,0.0,0.0,0.95
minus_contact_frame_test,bimanual_handoff,lighting_background_shift,7,6,accepts mirror-handed or contact-frame collapses,0.333333,0.666667,0.833333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.333333,0.666667,0.666667,0.0,0.0,0.458333
minus_contact_frame_test,bimanual_handoff,lighting_background_shift,8,6,accepts mirror-handed or contact-frame collapses,0.666667,0.833333,1.0,0.833333,0.0,0.0,0.0,0.166667,0.0,0.333333,0.166667,0.5,0.5,0.666667,0.0,0.0,0.815
minus_contact_frame_test,bimanual_handoff,lighting_background_shift,9,6,accepts mirror-handed or contact-frame collapses,0.5,0.5,0.166667,0.833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.833333,0.0,0.0,0.613333
minus_contact_frame_test,bimanual_handoff,camera_viewpoint_shift,0,6,accepts mirror-handed or contact-frame collapses,0.833333,0.5,0.833333,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.833333,0.5,0.833333,0.0,0.0,0.965
minus_contact_frame_test,bimanual_handoff,camera_viewpoint_shift,1,6,accepts mirror-handed or contact-frame collapses,0.666667,0.833333,0.5,0.666667,0.0,0.0,0.0,0.0,0.0,0.166667,0.0,0.5,0.5,0.666667,0.0,0.0,0.786667
minus_contact_frame_test,bimanual_handoff,camera_viewpoint_shift,2,6,accepts mirror-handed or contact-frame collapses,0.5,0.5,0.5,0.833333,0.166667,0.0,0.0,0.0,0.0,0.0,0.5,0.833333,0.833333,0.5,0.0,0.0,0.570833
minus_contact_frame_test,bimanual_handoff,camera_viewpoint_shift,3,6,accepts mirror-handed or contact-frame collapses,0.5,0.833333,0.833333,0.833333,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.666667,0.666667,0.666667,0.0,0.0,0.638333
minus_contact_frame_test,bimanual_handoff,camera_viewpoint_shift,4,6,accepts mirror-handed or contact-frame collapses,0.833333,0.666667,0.833333,0.5,0.166667,0.0,0.0,0.0,0.0,0.333333,0.166667,0.833333,0.666667,0.833333,0.0,0.0,0.944167
minus_contact_frame_test,bimanual_handoff,camera_viewpoint_shift,5,6,accepts mirror-handed or contact-frame collapses,0.333333,0.666667,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,1.0,0.333333,0.666667,0.0,0.0,0.431667
minus_contact_frame_test,bimanual_handoff,camera_viewpoint_shift,6,6,accepts mirror-handed or contact-frame collapses,1.0,0.666667,0.666667,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.666667,0.833333,0.5,0.0,0.0,1.0
minus_contact_frame_test,bimanual_handoff,camera_viewpoint_shift,7,6,accepts mirror-handed or contact-frame collapses,0.833333,0.833333,0.666667,0.833333,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.666667,0.333333,0.833333,0.0,0.0,0.966667
minus_contact_frame_test,bimanual_handoff,camera_viewpoint_shift,8,6,accepts mirror-handed or contact-frame collapses,1.0,0.5,0.333333,1.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.333333,0.5,0.5,0.333333,0.0,0.0,1.0
minus_contact_frame_test,bimanual_handoff,camera_viewpoint_shift,9,6,accepts mirror-handed or contact-frame collapses,0.666667,0.666667,0.666667,0.5,0.333333,0.0,0.0,0.166667,0.0,0.0,0.166667,0.5,1.0,0.666667,0.0,0.0,0.72
minus_contact_frame_test,bimanual_handoff,se2_pose_transform,0,6,accepts mirror-handed or contact-frame collapses,0.666667,0.5,0.333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.666667,0.833333,0.5,0.166667,0.0,0.758333
minus_contact_frame_test,bimanual_handoff,se2_pose_transform,1,6,accepts mirror-handed or contact-frame collapses,0.5,0.666667,0.666667,0.833333,0.0,0.0,0.0,0.0,0.0,0.166667,0.5,1.0,0.5,0.833333,0.0,0.0,0.623333
minus_contact_frame_test,bimanual_handoff,se2_pose_transform,2,6,accepts mirror-handed or contact-frame collapses,0.833333,0.333333,0.5,0.166667,0.0,0.166667,0.0,0.0,0.0,0.0,0.166667,0.833333,0.833333,0.666667,0.166667,0.0,0.891667
minus_contact_frame_test,bimanual_handoff,se2_pose_transform,3,6,accepts mirror-handed or contact-frame collapses,0.833333,0.5,0.666667,0.833333,0.0,0.166667,0.0,0.0,0.166667,0.0,0.0,1.0,0.5,0.666667,0.0,0.0,0.9425
minus_contact_frame_test,bimanual_handoff,se2_pose_transform,4,6,accepts mirror-handed or contact-frame collapses,0.666667,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.833333,0.5,0.333333,0.166667,0.0,0.748333
minus_contact_frame_test,bimanual_handoff,se2_pose_transform,5,6,accepts mirror-handed or contact-frame collapses,0.333333,0.666667,0.833333,0.333333,0.166667,0.0,0.166667,0.0,0.0,0.0,0.0,0.666667,0.666667,0.5,0.0,0.0,0.411667
minus_contact_frame_test,bimanual_handoff,se2_pose_transform,6,6,accepts mirror-handed or contact-frame collapses,0.5,0.5,0.5,0.333333,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.666667,0.666667,0.5,0.333333,0.0,0.574167
minus_contact_frame_test,bimanual_handoff,se2_pose_transform,7,6,accepts mirror-handed or contact-frame collapses,0.666667,0.5,0.666667,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,1.0,0.5,0.666667,0.0,0.0,0.79
minus_contact_frame_test,bimanual_handoff,se2_pose_transform,8,6,accepts mirror-handed or contact-frame collapses,0.833333,0.833333,0.666667,0.5,0.0,0.166667,0.0,0.0,0.0,0.0,0.166667,0.833333,0.666667,0.5,0.0,0.0,0.92
minus_contact_frame_test,bimanual_handoff,se2_pose_transform,9,6,accepts mirror-handed or contact-frame collapses,0.833333,0.166667,0.833333,0.333333,0.166667,0.0,0.0,0.0,0.0,0.0,0.5,0.333333,0.166667,0.166667,0.0,0.0,0.879167
minus_contact_frame_test,bimanual_handoff,object_scale_fixture_shift,0,6,accepts mirror-handed or contact-frame collapses,0.666667,0.666667,0.5,0.666667,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.666667,0.666667,0.166667,0.0,0.741667
minus_contact_frame_test,bimanual_handoff,object_scale_fixture_shift,1,6,accepts mirror-handed or contact-frame collapses,0.5,0.333333,0.333333,0.833333,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,1.0,0.5,0.666667,0.0,0.0,0.608333
minus_contact_frame_test,bimanual_handoff,object_scale_fixture_shift,2,6,accepts mirror-handed or contact-frame collapses,1.0,0.5,0.833333,0.5,0.0,0.0,0.0,0.0,0.166667,0.0,0.166667,1.0,0.833333,0.833333,0.0,0.0,1.0
minus_contact_frame_test,bimanual_handoff,object_scale_fixture_shift,3,6,accepts mirror-handed or contact-frame collapses,0.333333,0.833333,0.5,0.5,0.333333,0.0,0.166667,0.0,0.0,0.166667,0.166667,0.833333,0.5,0.666667,0.0,0.0,0.3725
minus_contact_frame_test,bimanual_handoff,object_scale_fixture_shift,4,6,accepts mirror-handed or contact-frame collapses,0.833333,0.0,0.5,0.666667,0.166667,0.166667,0.0,0.0,0.0,0.0,0.166667,0.5,0.833333,0.833333,0.0,0.0,0.9125
minus_contact_frame_test,bimanual_handoff,object_scale_fixture_shift,5,6,accepts mirror-handed or contact-frame collapses,0.5,0.666667,0.5,1.0,0.0,0.166667,0.0,0.0,0.0,0.166667,0.333333,0.5,0.833333,0.666667,0.333333,0.0,0.606667
minus_contact_frame_test,bimanual_handoff,object_scale_fixture_shift,6,6,accepts mirror-handed or contact-frame collapses,0.5,0.833333,0.5,1.0,0.0,0.0,0.0,0.0,0.166667,0.333333,0.333333,0.666667,0.5,0.666667,0.0,0.0,0.604167
minus_contact_frame_test,bimanual_handoff,object_scale_fixture_shift,7,6,accepts mirror-handed or contact-frame collapses,1.0,0.833333,0.5,0.666667,0.166667,0.0,0.0,0.0,0.166667,0.0,0.333333,0.666667,0.666667,0.833333,0.333333,0.0,1.0
minus_contact_frame_test,bimanual_handoff,object_scale_fixture_shift,8,6,accepts mirror-handed or contact-frame collapses,0.666667,0.333333,0.833333,0.5,0.166667,0.0,0.166667,0.0,0.0,0.0,0.333333,0.666667,0.666667,0.333333,0.0,0.0,0.728333
minus_contact_frame_test,bimanual_handoff,object_scale_fixture_shift,9,6,accepts mirror-handed or contact-frame collapses,0.666667,0.666667,0.666667,0.666667,0.333333,0.0,0.0,0.0,0.0,0.166667,0.0,1.0,0.833333,0.666667,0.0,0.0,0.755
minus_contact_frame_test,bimanual_handoff,mirror_handed_contact,0,6,accepts mirror-handed or contact-frame collapses,0.666667,0.166667,0.666667,0.833333,0.0,0.0,0.166667,0.333333,0.0,0.166667,0.333333,0.5,0.333333,0.666667,0.333333,0.0,0.750833
minus_contact_frame_test,bimanual_handoff,mirror_handed_contact,1,6,accepts mirror-handed or contact-frame collapses,1.0,0.333333,0.5,0.666667,0.166667,0.0,0.0,0.0,0.333333,0.166667,0.5,0.833333,0.833333,0.666667,0.333333,0.0,1.0
minus_contact_frame_test,bimanual_handoff,mirror_handed_contact,2,6,accepts mirror-handed or contact-frame collapses,0.5,0.333333,0.333333,0.5,0.333333,0.166667,0.0,0.0,0.0,0.0,0.333333,0.333333,0.666667,1.0,0.5,0.0,0.53
minus_contact_frame_test,bimanual_handoff,mirror_handed_contact,3,6,accepts mirror-handed or contact-frame collapses,0.666667,1.0,0.5,0.5,0.5,0.166667,0.0,0.0,0.166667,0.166667,0.166667,0.166667,0.5,0.5,0.166667,0.0,0.653333
minus_contact_frame_test,bimanual_handoff,mirror_handed_contact,4,6,accepts mirror-handed or contact-frame collapses,0.5,0.5,0.833333,0.5,0.166667,0.166667,0.0,0.0,0.0,0.166667,0.333333,0.5,0.833333,1.0,0.0,0.0,0.5925
minus_contact_frame_test,bimanual_handoff,mirror_handed_contact,5,6,accepts mirror-handed or contact-frame collapses,0.833333,0.666667,0.666667,0.333333,0.333333,0.0,0.0,0.0,0.166667,0.166667,0.5,0.5,0.666667,1.0,0.333333,0.0,0.865833
minus_contact_frame_test,bimanual_handoff,mirror_handed_contact,6,6,accepts mirror-handed or contact-frame collapses,0.833333,0.666667,0.833333,0.666667,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.833333,0.5,0.666667,0.0,0.0,0.941667
minus_contact_frame_test,bimanual_handoff,mirror_handed_contact,7,6,accepts mirror-handed or contact-frame collapses,0.666667,0.5,0.666667,0.5,0.0,0.166667,0.0,0.0,0.166667,0.166667,0.166667,0.666667,0.5,0.833333,0.333333,0.0,0.750833
minus_contact_frame_test,bimanual_handoff,mirror_handed_contact,8,6,accepts mirror-handed or contact-frame collapses,0.833333,0.5,0.833333,0.333333,0.0,0.166667,0.0,0.0,0.0,0.0,0.166667,1.0,0.666667,0.833333,0.166667,0.0,0.938333
minus_contact_frame_test,bimanual_handoff,mirror_handed_contact,9,6,accepts mirror-handed or contact-frame collapses,0.5,0.666667,0.833333,0.666667,0.166667,0.0,0.0,0.0,0.0,0.166667,0.0,0.333333,0.833333,1.0,0.166667,0.0,0.640833
minus_contact_frame_test,bimanual_handoff,material_friction_swap,0,6,accepts mirror-handed or contact-frame collapses,0.333333,0.333333,0.5,0.333333,0.166667,0.166667,0.0,0.0,0.0,0.0,0.0,0.666667,1.0,0.5,0.166667,0.0,0.3825
minus_contact_frame_test,bimanual_handoff,material_friction_swap,1,6,accepts mirror-handed or contact-frame collapses,0.833333,0.5,0.833333,0.333333,0.166667,0.0,0.333333,0.0,0.0,0.0,0.166667,0.5,0.666667,0.833333,0.333333,0.0,0.904167
minus_contact_frame_test,bimanual_handoff,material_friction_swap,2,6,accepts mirror-handed or contact-frame collapses,0.666667,0.5,0.666667,0.833333,0.0,0.166667,0.0,0.0,0.0,0.0,0.333333,0.666667,0.166667,0.833333,0.0,0.0,0.783333
minus_contact_frame_test,bimanual_handoff,material_friction_swap,3,6,accepts mirror-handed or contact-frame collapses,0.833333,0.5,0.166667,0.5,0.0,0.166667,0.0,0.0,0.166667,0.166667,0.166667,0.5,0.333333,0.666667,0.0,0.0,0.869167
minus_contact_frame_test,bimanual_handoff,material_friction_swap,4,6,accepts mirror-handed or contact-frame collapses,0.5,0.333333,0.5,0.5,0.333333,0.333333,0.0,0.0,0.166667,0.166667,0.0,0.666667,0.5,0.666667,0.333333,0.0,0.510833
minus_contact_frame_test,bimanual_handoff,material_friction_swap,5,6,accepts mirror-handed or contact-frame collapses,0.833333,0.666667,1.0,0.333333,0.166667,0.166667,0.0,0.166667,0.0,0.0,0.166667,0.666667,0.666667,0.5,0.0,0.0,0.899167
minus_contact_frame_test,bimanual_handoff,material_friction_swap,6,6,accepts mirror-handed or contact-frame collapses,1.0,0.166667,0.833333,1.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.333333,0.666667,0.666667,0.166667,0.166667,0.0,1.0
minus_contact_frame_test,bimanual_handoff,material_friction_swap,7,6,accepts mirror-handed or contact-frame collapses,1.0,0.666667,0.833333,0.333333,0.166667,0.0,0.0,0.0,0.166667,0.0,0.0,0.833333,0.333333,0.666667,0.166667,0.0,1.0
minus_contact_frame_test,bimanual_handoff,material_friction_swap,8,6,accepts mirror-handed or contact-frame collapses,0.666667,0.333333,0.833333,0.666667,0.333333,0.333333,0.166667,0.333333,0.0,0.0,0.0,0.666667,0.666667,1.0,0.0,0.0,0.710833
minus_contact_frame_test,bimanual_handoff,material_friction_swap,9,6,accepts mirror-handed or contact-frame collapses,0.5,0.666667,0.666667,0.333333,0.166667,0.0,0.0,0.0,0.166667,0.0,0.5,0.666667,0.333333,0.333333,0.5,0.0,0.521667
minus_contact_frame_test,bimanual_handoff,tool_affordance_swap,0,6,accepts mirror-handed or contact-frame collapses,0.5,0.666667,0.666667,0.5,0.0,0.166667,0.0,0.0,0.0,0.0,0.5,0.666667,0.5,0.666667,0.166667,0.0,0.575
minus_contact_frame_test,bimanual_handoff,tool_affordance_swap,1,6,accepts mirror-handed or contact-frame collapses,0.833333,1.0,0.666667,0.5,0.0,0.333333,0.0,0.166667,0.0,0.166667,0.166667,0.5,0.5,0.666667,0.333333,0.0,0.898333
minus_contact_frame_test,bimanual_handoff,tool_affordance_swap,2,6,accepts mirror-handed or contact-frame collapses,0.666667,0.833333,0.666667,0.333333,0.0,0.0,0.0,0.0,0.166667,0.0,0.333333,1.0,0.5,0.833333,0.166667,0.0,0.745833
minus_contact_frame_test,bimanual_handoff,tool_affordance_swap,3,6,accepts mirror-handed or contact-frame collapses,0.666667,0.666667,0.333333,0.833333,0.166667,0.166667,0.0,0.0,0.166667,0.333333,0.166667,0.666667,0.333333,0.5,0.0,0.0,0.708333
minus_contact_frame_test,bimanual_handoff,tool_affordance_swap,4,6,accepts mirror-handed or contact-frame collapses,1.0,0.666667,0.333333,0.333333,0.166667,0.166667,0.166667,0.0,0.166667,0.166667,0.0,0.666667,0.333333,0.833333,0.333333,0.0,1.0
minus_contact_frame_test,bimanual_handoff,tool_affordance_swap,5,6,accepts mirror-handed or contact-frame collapses,0.833333,0.666667,0.666667,0.666667,0.0,0.166667,0.0,0.0,0.0,0.166667,0.166667,0.5,0.166667,0.5,0.0,0.0,0.931667
minus_contact_frame_test,bimanual_handoff,tool_affordance_swap,6,6,accepts mirror-handed or contact-frame collapses,0.833333,0.333333,0.5,0.333333,0.0,0.333333,0.166667,0.0,0.166667,0.166667,0.166667,0.666667,0.666667,0.833333,0.166667,0.0,0.861667
minus_contact_frame_test,bimanual_handoff,tool_affordance_swap,7,6,accepts mirror-handed or contact-frame collapses,0.333333,0.5,1.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666667,0.666667,0.666667,0.166667,0.0,0.47
minus_contact_frame_test,bimanual_handoff,tool_affordance_swap,8,6,accepts mirror-handed or contact-frame collapses,0.666667,0.333333,0.666667,0.166667,0.166667,0.333333,0.0,0.166667,0.0,0.333333,0.166667,0.666667,0.833333,0.833333,0.333333,0.0,0.694167
minus_contact_frame_test,bimanual_handoff,tool_affordance_swap,9,6,accepts mirror-handed or contact-frame collapses,0.833333,0.5,0.666667,0.5,0.0,0.0,0.166667,0.0,0.166667,0.0,0.166667,0.333333,0.333333,0.666667,0.333333,0.0,0.911667
minus_contact_frame_test,bimanual_handoff,support_surface_change,0,6,accepts mirror-handed or contact-frame collapses,0.833333,0.5,0.666667,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.833333,0.833333,1.0,0.0,0.0,0.983333
minus_contact_frame_test,bimanual_handoff,support_surface_change,1,6,accepts mirror-handed or contact-frame collapses,0.833333,0.666667,0.666667,0.5,0.333333,0.333333,0.0,0.0,0.0,0.0,0.0,0.833333,0.333333,1.0,0.0,0.0,0.893333
minus_contact_frame_test,bimanual_handoff,support_surface_change,2,6,accepts mirror-handed or contact-frame collapses,0.833333,0.0,0.5,0.5,0.333333,0.0,0.0,0.166667,0.5,0.0,0.5,0.5,0.333333,0.333333,0.333333,0.0,0.779167
minus_contact_frame_test,bimanual_handoff,support_surface_change,3,6,accepts mirror-handed or contact-frame collapses,0.833333,0.666667,0.666667,0.833333,0.166667,0.166667,0.0,0.166667,0.0,0.333333,0.5,0.666667,0.5,0.333333,0.0,0.0,0.879167
minus_contact_frame_test,bimanual_handoff,support_surface_change,4,6,accepts mirror-handed or contact-frame collapses,0.666667,0.5,0.5,0.5,0.0,0.0,0.333333,0.0,0.166667,0.0,0.333333,0.833333,0.5,0.5,0.0,0.0,0.699167
minus_contact_frame_test,bimanual_handoff,support_surface_change,5,6,accepts mirror-handed or contact-frame collapses,0.833333,0.833333,0.833333,0.5,0.166667,0.333333,0.166667,0.0,0.166667,0.0,0.333333,0.666667,0.666667,0.333333,0.0,0.0,0.8425
minus_contact_frame_test,bimanual_handoff,support_surface_change,6,6,accepts mirror-handed or contact-frame collapses,1.0,0.166667,0.833333,0.333333,0.0,0.166667,0.0,0.0,0.0,0.166667,0.166667,0.666667,0.5,0.833333,0.166667,0.0,1.0
minus_contact_frame_test,bimanual_handoff,support_surface_change,7,6,accepts mirror-handed or contact-frame collapses,0.5,0.333333,0.5,0.333333,0.0,0.166667,0.166667,0.166667,0.0,0.0,0.166667,0.666667,0.666667,0.833333,0.0,0.0,0.550833
minus_contact_frame_test,bimanual_handoff,support_surface_change,8,6,accepts mirror-handed or contact-frame collapses,0.833333,0.666667,0.666667,0.666667,0.0,0.0,0.0,0.166667,0.0,0.166667,0.333333,0.666667,0.666667,0.833333,0.0,0.0,0.941667
minus_contact_frame_test,bimanual_handoff,support_surface_change,9,6,accepts mirror-handed or contact-frame collapses,0.5,0.666667,0.666667,0.666667,0.166667,0.333333,0.0,0.0,0.0,0.166667,0.333333,1.0,0.666667,0.333333,0.0,0.0,0.540833
minus_contact_frame_test,bimanual_handoff,temporal_order_reversal,0,6,accepts mirror-handed or contact-frame collapses,0.833333,1.0,0.833333,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.5,0.333333,0.5,0.0,0.0,0.961667
minus_contact_frame_test,bimanual_handoff,temporal_order_reversal,1,6,accepts mirror-handed or contact-frame collapses,0.666667,0.5,0.833333,0.666667,0.166667,0.0,0.0,0.166667,0.0,0.166667,0.0,0.666667,1.0,0.5,0.0,0.0,0.769167
minus_contact_frame_test,bimanual_handoff,temporal_order_reversal,2,6,accepts mirror-handed or contact-frame collapses,1.0,0.5,0.666667,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.5,0.833333,0.833333,0.0,0.0,1.0
minus_contact_frame_test,bimanual_handoff,temporal_order_reversal,3,6,accepts mirror-handed or contact-frame collapses,0.833333,0.666667,0.833333,0.5,0.166667,0.166667,0.0,0.166667,0.166667,0.0,0.0,0.666667,0.833333,1.0,0.0,0.0,0.913333
minus_contact_frame_test,bimanual_handoff,temporal_order_reversal,4,6,accepts mirror-handed or contact-frame collapses,0.833333,0.166667,0.833333,0.5,0.5,0.166667,0.0,0.0,0.166667,0.0,0.166667,0.666667,0.666667,0.833333,0.0,0.0,0.863333
minus_contact_frame_test,bimanual_handoff,temporal_order_reversal,5,6,accepts mirror-handed or contact-frame collapses,0.833333,0.5,0.666667,0.666667,0.166667,0.0,0.166667,0.0,0.0,0.166667,0.166667,0.666667,0.333333,0.333333,0.0,0.0,0.903333
minus_contact_frame_test,bimanual_handoff,temporal_order_reversal,6,6,accepts mirror-handed or contact-frame collapses,0.666667,0.5,0.666667,0.333333,0.0,0.166667,0.0,0.0,0.166667,0.0,0.166667,0.333333,0.666667,0.5,0.0,0.0,0.7225
minus_contact_frame_test,bimanual_handoff,temporal_order_reversal,7,6,accepts mirror-handed or contact-frame collapses,0.666667,0.666667,0.5,0.666667,0.166667,0.0,0.166667,0.0,0.0,0.0,0.0,0.666667,0.5,0.5,0.166667,0.0,0.741667
minus_contact_frame_test,bimanual_handoff,temporal_order_reversal,8,6,accepts mirror-handed or contact-frame collapses,0.5,0.5,0.5,0.666667,0.0,0.0,0.0,0.0,0.333333,0.166667,0.166667,0.5,0.5,1.0,0.166667,0.0,0.588333
minus_contact_frame_test,bimanual_handoff,temporal_order_reversal,9,6,accepts mirror-handed or contact-frame collapses,0.5,0.333333,0.833333,0.5,0.166667,0.0,0.0,0.166667,0.333333,0.333333,0.333333,0.5,1.0,0.833333,0.0,0.0,0.549167
minus_contact_frame_test,bimanual_handoff,mixed_physical_invalidity,0,6,accepts mirror-handed or contact-frame collapses,1.0,1.0,0.5,1.0,0.166667,0.166667,0.166667,0.0,0.0,0.166667,0.0,0.5,0.666667,0.666667,0.166667,0.0,1.0
minus_contact_frame_test,bimanual_handoff,mixed_physical_invalidity,1,6,accepts mirror-handed or contact-frame collapses,0.666667,0.833333,0.833333,0.5,0.166667,0.333333,0.166667,0.0,0.0,0.166667,0.0,0.666667,0.5,0.666667,0.166667,0.0,0.731667
minus_contact_frame_test,bimanual_handoff,mixed_physical_invalidity,2,6,accepts mirror-handed or contact-frame collapses,0.833333,0.5,0.833333,0.833333,0.166667,0.0,0.0,0.0,0.166667,0.0,0.166667,0.666667,0.5,0.666667,0.166667,0.0,0.94
minus_contact_frame_test,bimanual_handoff,mixed_physical_invalidity,3,6,accepts mirror-handed or contact-frame collapses,0.833333,0.166667,0.5,0.5,0.0,0.166667,0.0,0.0,0.166667,0.166667,0.5,0.666667,0.666667,1.0,0.0,0.0,0.8925
minus_contact_frame_test,bimanual_handoff,mixed_physical_invalidity,4,6,accepts mirror-handed or contact-frame collapses,0.833333,0.5,1.0,0.5,0.0,0.333333,0.166667,0.166667,0.0,0.166667,0.0,0.333333,0.666667,0.666667,0.333333,0.0,0.920833
minus_contact_frame_test,bimanual_handoff,mixed_physical_invalidity,5,6,accepts mirror-handed or contact-frame collapses,0.5,0.5,0.666667,0.5,0.166667,0.166667,0.166667,0.5,0.0,0.0,0.5,0.5,0.833333,0.833333,0.166667,0.0,0.506667
