rank,uid,title,year,venue,url,problem_claimed,actual_mechanism,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open
49,doi:10.3389/ffutr.2023.923786,A novel Vision Zero leadership training model to support collaboration and strategic action planning,2023,Frontiers in Future Transportation,https://doi.org/10.3389/ffutr.2023.923786,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
50,doi:10.1016/j.ins.2023.03.029,Writer-independent signature verification; Evaluation of robotic and generative adversarial attacks,2023,Information Sciences,https://doi.org/10.1016/j.ins.2023.03.029,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
51,doi:10.18653/v1/2024.alvr-1.4,Negative Object Presence Evaluation (NOPE) to Measure Object Hallucination in Vision-Language Models,2024,Proceedings of the 3rd Workshop on Advances in Language and Vision Research (ALVR),https://doi.org/10.18653/v1/2024.alvr-1.4,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
52,doi:10.1063/1.2838491,Voltage-limitation-free analytical single-electron transistor model incorporating the effects of spin-degenerate discrete energy states,2008,Journal of Applied Physics,https://doi.org/10.1063/1.2838491,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
53,doi:10.1017/etds.2016.109,Necessary and sufficient conditions for stable synchronization in random dynamical systems,2018,Ergodic Theory and Dynamical Systems,https://doi.org/10.1017/etds.2016.109,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
54,arxiv:2403.12675v2,Pragmatic Competence Evaluation of Large Language Models for the Korean Language,2024,arXiv,http://arxiv.org/abs/2403.12675v2,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
55,doi:10.36227/techrxiv.177130685.57616643/v1,Position: Large Language Model Failures from Hallucination to Homogenization Are Different Facets of Miscalibration,,,https://doi.org/10.36227/techrxiv.177130685.57616643/v1,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
56,doi:10.1609/aaai.v35i15.17599,How Robust are Model Rankings : A Leaderboard Customization Approach for Equitable Evaluation,2021,Proceedings of the AAAI Conference on Artificial Intelligence,https://doi.org/10.1609/aaai.v35i15.17599,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
57,arxiv:2506.00613v3,WorldGym: World Model as An Environment for Policy Evaluation,2025,arXiv,http://arxiv.org/abs/2506.00613v3,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
58,doi:10.1016/j.promfg.2020.01.046,An evaluation methodology for the conversion of manual assembly systems into human-robot collaborative workcells,2019,Procedia Manufacturing,https://doi.org/10.1016/j.promfg.2020.01.046,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
59,doi:10.1609/aaai.v39i20.35403,Are Expressive Models Truly Necessary for Offline RL?,2025,Proceedings of the AAAI Conference on Artificial Intelligence,https://doi.org/10.1609/aaai.v39i20.35403,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
60,doi:10.1155/2023/7717070,Evaluation and Comparison of Different Methods for Improving Fault Ride-Through Capability in Grid-Tied Permanent Magnet Synchronous Wind Generators,2023,International Transactions on Electrical Energy Systems,https://doi.org/10.1155/2023/7717070,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
61,doi:10.70777/si.v1i1.10601,Benchmark Early and Red Team Often,2024,SuperIntelligence - Robotics - Safety & Alignment,https://doi.org/10.70777/si.v1i1.10601,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
62,doi:10.1088/1742-6596/2891/11/112015,Path Planning for Unmanned Systems Based on Integrated Sampling Strategies and Improved PSO,2024,Journal of Physics: Conference Series,https://doi.org/10.1088/1742-6596/2891/11/112015,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
63,doi:10.1002/rob.21791,Nondestructive evaluation sensor fusion with autonomous robotic system for civil infrastructure inspection,2018,Journal of Field Robotics,https://doi.org/10.1002/rob.21791,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
64,arxiv:2312.09565v1,Optimized Control Invariance Conditions for Uncertain Input-Constrained Nonlinear Control Systems,2023,arXiv,http://arxiv.org/abs/2312.09565v1,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
65,doi:10.1109/tse.2025.3533972,On the Workflows and Smells of Leaderboard Operations (LBOps): An Exploratory Study of Foundation Model Leaderboards,2024,arXiv,http://arxiv.org/abs/2407.04065v4,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
66,doi:10.4018/979-8-3373-7315-7.ch005,Persistent Homology as a Diagnostic Lens in Vision-Language Medical Systems,2026,Advances in Computational Intelligence and Robotics Vision Language Models for Next-Generation Healthcare,https://doi.org/10.4018/979-8-3373-7315-7.ch005,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
67,doi:10.4108/airo.8870,Evaluating Open-Source Vision Language Models for Facial Emotion Recognition Against Traditional Deep Learning Models,2025,EAI Endorsed Transactions on AI and Robotics,https://doi.org/10.4108/airo.8870,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
68,doi:10.1016/j.eswa.2023.119724,A state-of-the-art survey of evaluation based on distance from average solution (EDAS): Developments and applications,2023,Expert Systems with Applications,https://doi.org/10.1016/j.eswa.2023.119724,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
69,doi:10.1115/1.4034577,Geometric Error Effects on Manipulators' Positioning Precision: A General Analysis and Evaluation Method,2016,Journal of Mechanisms and Robotics,https://doi.org/10.1115/1.4034577,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
70,doi:10.1101/2023.11.08.23298225,Evaluation of Prompts to Simplify Cardiovascular Disease Information Using a Large Language Model,,,https://doi.org/10.1101/2023.11.08.23298225,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
71,doi:10.1109/access.2020.3009626,Evaluation of Sentiment Analysis in Finance: From Lexicons to Transformers,2020,IEEE Access,https://doi.org/10.1109/access.2020.3009626,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
72,doi:10.3390/app14135605,A Review and Evaluation of the State of Art in Image-Based Solar Energy Forecasting: The Methodology and Technology Used,2024,Applied Sciences,https://doi.org/10.3390/app14135605,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
73,doi:10.1145/3472208,Are Preferences Useful for Better Assistance?,2021,ACM Transactions on Human-Robot Interaction,https://doi.org/10.1145/3472208,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
74,doi:10.3390/robotics12020054,Design and Evaluation of an Intuitive Haptic Teleoperation Control System for 6-DoF Industrial Manipulators,2023,Robotics,https://doi.org/10.3390/robotics12020054,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
75,arxiv:2503.14526v1,ReBot: Scaling Robot Learning with Real-to-Sim-to-Real Robotic Video Synthesis,2025,arXiv,http://arxiv.org/abs/2503.14526v1,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
76,arxiv:2603.13782v1,Your Vision-Language-Action Model Already Has Attention Heads For Path Deviation Detection,2026,arXiv,http://arxiv.org/abs/2603.13782v1,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
77,doi:10.1115/dscc2017-5183,A Robust Feature Extraction for Automatic Fault Diagnosis of Rolling Bearings Using Vibration Signals,2017,"Volume 2: Mechatronics; Estimation and Identification; Uncertain Systems and Robustness; Path Planning and Motion Control; Tracking Control Systems; Multi-Agent and Networked Systems; Manufacturing; Intelligent Transportation and Vehicles; Sensors and Actuators; Diagnostics and Detection; Unmanned, Ground and Surface Robotics; Motion and Vibration Control Applications",https://doi.org/10.1115/dscc2017-5183,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
78,doi:10.4108/ew.4339,The Evaluation of Enterprise Carbon Trading Audit Based on DSR Model and GHG Accounting,2024,EAI Endorsed Transactions on Energy Web,https://doi.org/10.4108/ew.4339,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
79,arxiv:2307.04577v3,AnyTeleop: A General Vision-Based Dexterous Robot Arm-Hand Teleoperation System,2023,arXiv,http://arxiv.org/abs/2307.04577v3,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
80,arxiv:2503.20578v5,LLPut: Investigating Large Language Models for Bug Report-Based Input Generation,2025,arXiv,http://arxiv.org/abs/2503.20578v5,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
81,doi:10.31763/ijrcs.v5i2.1844,Strategic Chess Algorithm-Based PI Controller Optimization for Load Frequency Control in Two-Area Hybrid Photovoltaic–Thermal Power Systems,2025,International Journal of Robotics and Control Systems,https://doi.org/10.31763/ijrcs.v5i2.1844,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
82,arxiv:2305.04614v1,Reducing Onboard Processing Time for Path Planning in Dynamically Evolving Polygonal Maps,2023,arXiv,http://arxiv.org/abs/2305.04614v1,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
83,doi:10.70777/agi.v1i1.10601,Benchmark Early and Red Team Often,2024,AGI - Artificial General Intelligence - Robotics - Safety & Alignment,https://doi.org/10.70777/agi.v1i1.10601,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
84,doi:10.1115/1.4046577,Evaluation and Optimization of Dual-Arm Robot Path Planning for Human–Robot Collaborative Tasks in Smart Manufacturing Contexts,2021,ASME Letters in Dynamic Systems and Control,https://doi.org/10.1115/1.4046577,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
85,doi:10.1002/rob.22008,Cooperative acoustic navigation of underwater vehicles without a DVL utilizing a dynamic process model: Theory and field evaluation,2021,Journal of Field Robotics,https://doi.org/10.1002/rob.22008,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
86,doi:10.18196/jrc.v5i2.20496,Enhancement of Underwater Video through Adaptive Fuzzy Weight Evaluation,2024,Journal of Robotics and Control (JRC),https://doi.org/10.18196/jrc.v5i2.20496,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
87,doi:10.1145/3729343,VLATest: Testing and Evaluating Vision-Language-Action Models for Robotic Manipulation,2025,Proceedings of the ACM on Software Engineering,https://doi.org/10.1145/3729343,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
88,doi:10.5194/ms-6-119-2015,Hybrid Position-Force Control of a Cable-Driven Parallel Robot with Experimental Evaluation,2015,Mechanical Sciences,https://doi.org/10.5194/ms-6-119-2015,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
89,doi:10.3390/s22114055,"Artificial Intelligence, Machine Learning and Smart Technologies for Nondestructive Evaluation",2022,Sensors,https://doi.org/10.3390/s22114055,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
90,doi:10.4028/www.scientific.net/amm.564.72,Risk Evaluation Approach in Failure Mode and Effect Analysis of Automotive Headlamp Assembly,2014,Applied Mechanics and Materials,https://doi.org/10.4028/www.scientific.net/amm.564.72,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
91,doi:10.21203/rs.3.rs-9082476/v1,Systematic evaluation of single-cell foundation model interpretability reveals attention captures co-expression rather than unique regulatory signal,,,https://doi.org/10.21203/rs.3.rs-9082476/v1,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
92,arxiv:2409.12514v5,"TinyVLA: Towards Fast, Data-Efficient Vision-Language-Action Models for Robotic Manipulation",2024,arXiv,http://arxiv.org/abs/2409.12514v5,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
93,doi:10.4103/jehp.jehp_799_22,An exploratory study on the application of screening of activity limitation and safety awareness (SALSA) scale for evaluation of activity limitation among elderly,2022,Journal of Education and Health Promotion,https://doi.org/10.4103/jehp.jehp_799_22,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
94,doi:10.1002/rob.21889,"An autonomous strawberry‐harvesting robot: Design, development, integration, and field evaluation",2020,Journal of Field Robotics,https://doi.org/10.1002/rob.21889,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
95,arxiv:2210.08640v1,Evaluating Guiding Spaces for Motion Planning,2022,arXiv,http://arxiv.org/abs/2210.08640v1,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
96,doi:10.3390/act14070307,Accelerated Computation of Linear Complementarity Problem in Dexterous Robotic Grasping via Newton-Subgradient Non-Smooth Multi-Step Greedy Kaczmarz Method,2025,Actuators,https://doi.org/10.3390/act14070307,Addresses robot policy evaluation or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Invariance audits for robot policies keeps action-critical alternatives explicit until a physical observation collapses them.
